time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-08 00:00:00+00:00,2.0,2.0,41,27
2023-10-09 00:00:00+00:00,6.0,5.0,112,56
2023-10-10 00:00:00+00:00,4.0,4.0,178,93
2023-10-11 00:00:00+00:00,2.0,2.0,172,74
2023-10-12 00:00:00+00:00,2.0,2.0,291,95
2023-10-13 00:00:00+00:00,2.0,2.0,223,66
2023-10-14 00:00:00+00:00,3.0,3.0,32,25
2023-10-15 00:00:00+00:00,2.0,2.0,110,19
2023-10-16 00:00:00+00:00,5.0,5.0,105,42
2023-10-17 00:00:00+00:00,1.0,1.0,79,33
2023-10-18 00:00:00+00:00,4.0,4.0,88,33
2023-10-19 00:00:00+00:00,6.0,6.0,156,38
2023-10-20 00:00:00+00:00,3.0,3.0,209,42
2023-10-21 00:00:00+00:00,,,67,23
