url_path,views_total,views_unique
/Pythagora-io/pythagora,83,63
/Pythagora-io/pythagora/issues,14,10
/Pythagora-io/pythagora/pulls,14,9
/Pythagora-io/pythagora/blob/main/.github/workflows/github-repo-stats.yml,2,1
/Pythagora-io/pythagora/commit/ba2cc438ff3ddae66ba44565fc0f18c651851271,2,1
/Pythagora-io/pythagora/blame/main/.github/workflows/github-repo-stats.yml,1,1
/Pythagora-io/pythagora/blob/main/.gitignore,1,1
/Pythagora-io/pythagora/graphs/commit-activity,1,1
/Pythagora-io/pythagora/issues/13,1,1
/Pythagora-io/pythagora/issues/58,1,1
