time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,2.0,2.0,26,16
2025-01-12 00:00:00+00:00,,,30,16
2025-01-13 00:00:00+00:00,,,50,33
2025-01-14 00:00:00+00:00,2.0,1.0,97,55
2025-01-15 00:00:00+00:00,3.0,3.0,67,46
2025-01-16 00:00:00+00:00,,,70,30
2025-01-17 00:00:00+00:00,2.0,1.0,37,24
2025-01-18 00:00:00+00:00,4.0,2.0,38,29
2025-01-19 00:00:00+00:00,1.0,1.0,33,22
2025-01-20 00:00:00+00:00,,,39,20
2025-01-21 00:00:00+00:00,1.0,1.0,71,21
2025-01-22 00:00:00+00:00,3.0,2.0,38,22
2025-01-23 00:00:00+00:00,,,25,15
2025-01-24 00:00:00+00:00,,,32,25
