time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,1.0,1.0,89,28
2024-04-23 00:00:00+00:00,8.0,4.0,172,38
2024-04-24 00:00:00+00:00,8.0,4.0,62,32
2024-04-25 00:00:00+00:00,1.0,1.0,81,34
2024-04-26 00:00:00+00:00,3.0,3.0,65,43
2024-04-27 00:00:00+00:00,6.0,3.0,16,14
2024-04-28 00:00:00+00:00,3.0,3.0,56,15
2024-04-29 00:00:00+00:00,2.0,2.0,33,21
2024-04-30 00:00:00+00:00,2.0,2.0,110,24
2024-05-01 00:00:00+00:00,1.0,1.0,45,22
2024-05-02 00:00:00+00:00,3.0,3.0,169,29
2024-05-03 00:00:00+00:00,3.0,3.0,152,31
2024-05-04 00:00:00+00:00,7.0,3.0,25,17
2024-05-05 00:00:00+00:00,,,25,20
