time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-12 00:00:00+00:00,15,9,14,8
2025-06-13 00:00:00+00:00,13,7,12,9
2025-06-14 00:00:00+00:00,13,5,4,4
2025-06-15 00:00:00+00:00,13,7,5,3
2025-06-16 00:00:00+00:00,16,10,18,11
2025-06-17 00:00:00+00:00,19,11,16,12
2025-06-18 00:00:00+00:00,16,7,17,5
2025-06-19 00:00:00+00:00,14,6,8,5
2025-06-20 00:00:00+00:00,13,6,16,5
2025-06-21 00:00:00+00:00,47,4,7,4
2025-06-22 00:00:00+00:00,10,4,9,7
2025-06-23 00:00:00+00:00,14,8,10,7
2025-06-24 00:00:00+00:00,16,7,88,49
2025-06-25 00:00:00+00:00,5,5,132,61
