time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,6,3,55,28
2024-04-22 00:00:00+00:00,1,1,89,28
2024-04-23 00:00:00+00:00,8,4,172,38
2024-04-24 00:00:00+00:00,8,4,62,32
2024-04-25 00:00:00+00:00,1,1,81,34
2024-04-26 00:00:00+00:00,3,3,68,45
2024-04-27 00:00:00+00:00,6,3,16,14
2024-04-28 00:00:00+00:00,3,3,56,15
2024-04-29 00:00:00+00:00,2,2,33,21
2024-04-30 00:00:00+00:00,2,2,110,24
2024-05-01 00:00:00+00:00,1,1,45,22
2024-05-02 00:00:00+00:00,3,3,169,29
2024-05-03 00:00:00+00:00,3,3,152,31
2024-05-04 00:00:00+00:00,6,2,24,16
