time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-02 00:00:00+00:00,16,8,9,7
2025-09-03 00:00:00+00:00,9,9,19,11
2025-09-04 00:00:00+00:00,3,3,11,10
2025-09-05 00:00:00+00:00,6,6,12,7
2025-09-06 00:00:00+00:00,3,3,10,6
2025-09-07 00:00:00+00:00,5,5,5,5
2025-09-08 00:00:00+00:00,4,4,8,8
2025-09-09 00:00:00+00:00,4,4,7,6
2025-09-10 00:00:00+00:00,6,6,6,4
2025-09-11 00:00:00+00:00,5,5,7,5
2025-09-12 00:00:00+00:00,9,8,7,7
2025-09-13 00:00:00+00:00,5,5,19,6
2025-09-14 00:00:00+00:00,10,10,8,6
2025-09-15 00:00:00+00:00,4,4,7,7
