time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-30 00:00:00+00:00,4.0,4.0,135,63
2023-03-31 00:00:00+00:00,12.0,7.0,105,51
2023-04-01 00:00:00+00:00,5.0,4.0,201,106
2023-04-02 00:00:00+00:00,3.0,3.0,125,76
2023-04-03 00:00:00+00:00,1.0,1.0,183,87
2023-04-04 00:00:00+00:00,6.0,4.0,119,55
2023-04-05 00:00:00+00:00,4.0,3.0,140,53
2023-04-06 00:00:00+00:00,2.0,2.0,265,168
2023-04-07 00:00:00+00:00,2.0,2.0,120,39
2023-04-08 00:00:00+00:00,,,29,22
2023-04-09 00:00:00+00:00,2.0,2.0,40,16
2023-04-10 00:00:00+00:00,5.0,4.0,75,18
2023-04-11 00:00:00+00:00,13.0,9.0,130,24
2023-04-12 00:00:00+00:00,5.0,3.0,141,30
