url_path,views_total,views_unique
/Pythagora-io/pythagora,65,51
/Pythagora-io/pythagora/pulls,16,11
/Pythagora-io/pythagora/issues,10,8
/Pythagora-io/pythagora/actions,4,4
/Pythagora-io/pythagora/tree/main/src,4,4
/Pythagora-io/pythagora/graphs/contributors,2,2
/Pythagora-io/pythagora/commit/11842523b42d5ce406be634a52316dfd89534059,2,1
/Pythagora-io/pythagora/commit/fc247591a12adcecc205b2b1572f3f706ee66d18,2,1
/Pythagora-io/pythagora/actions/runs/15231787085/workflow,1,1
/Pythagora-io/pythagora/actions/runs/15263175132/workflow,1,1
