time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-05 00:00:00+00:00,16,7,16,11
2025-06-06 00:00:00+00:00,17,7,33,7
2025-06-07 00:00:00+00:00,13,3,3,3
2025-06-08 00:00:00+00:00,11,4,1,1
2025-06-09 00:00:00+00:00,19,7,11,6
2025-06-10 00:00:00+00:00,9,3,6,6
2025-06-11 00:00:00+00:00,11,5,15,13
2025-06-12 00:00:00+00:00,15,9,14,8
2025-06-13 00:00:00+00:00,13,7,12,9
2025-06-14 00:00:00+00:00,13,5,4,4
2025-06-15 00:00:00+00:00,13,7,5,3
2025-06-16 00:00:00+00:00,16,10,18,11
2025-06-17 00:00:00+00:00,19,11,16,12
2025-06-18 00:00:00+00:00,3,2,17,5
