time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-03 00:00:00+00:00,12,12,26,6
2025-10-04 00:00:00+00:00,7,7,25,11
2025-10-05 00:00:00+00:00,7,6,8,8
2025-10-06 00:00:00+00:00,8,8,7,6
2025-10-07 00:00:00+00:00,14,12,4,4
2025-10-08 00:00:00+00:00,8,8,6,6
2025-10-09 00:00:00+00:00,6,5,9,5
2025-10-10 00:00:00+00:00,8,7,21,11
2025-10-11 00:00:00+00:00,9,7,11,6
2025-10-12 00:00:00+00:00,5,4,6,4
2025-10-13 00:00:00+00:00,10,7,11,10
2025-10-14 00:00:00+00:00,14,4,33,5
2025-10-15 00:00:00+00:00,14,5,16,10
2025-10-16 00:00:00+00:00,22,5,10,8
